LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-98840,MARTIN F. MCDONOUGH POST NO. 368 AM LEGION,NULL,NONE,IN TWO FLOORS  ONE ROOM ON GROUND LEVEL AND ONE ROOM ON LOWER LEVEL WITH STORAGE; ENTRANCE AND EMERGENCY EXIT IN FRONT OF GROUND LEVEL.  Capacity breakdown: lower level - 35 @ bar stools  12 standing; ground fl - 8 @ bar stools  7 standing  34 @ tables and chairs.,12/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBALV,Clb. All Alc. Vet.,NULL,1:00 AM,1:30 AM,96,MARTIN F. MCDONOUGH POST NO. 368 AM LEGION,NULL,,,W Broadway ,South Boston,MA,2127,"(0.0, 0.0)"
LB-98841,WILLIAM E. CARTER POST #16,NULL,NONE,REAR EXIT FACING 83 REGIS ROAD FOR EMERGENCY EXIT AND STOCK  IN WHOLE OF SAID BUILDING.  MAXIMUM CAPACITY 141. CAPACITY BREAKDOWN: 94 SEATING  39 STANDING AND 8 SEATING AT MEETING ROOM.,12/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBALV,Clb. All Alc. Vet.,NULL,2:00 AM,2:30 AM,141,WILLIAM E. CARTER POST #16,NULL,1531,,  Blue Hill AV,Mattapan,MA,2126,"(42.27152, -71.09401)"
LB-98846,SOUTH BOSTON YACHT CLUB,NULL,,One room first floor; Cellar for stock.  Capacity breakdown: 1st fl - 69 (sun room); 20 (bowling alley); 8 (game area); 3rd fl - scenario 1 (great hall table & chairs) - 80 max; scenario 2 (auditorium style for meetings) - 231.,12/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CLBMW,Club Malt & Wine,NULL,1:00 AM,1:30 AM,328,SOUTH BOSTON YACHT CLUB,NULL,1849,1849,  Columbia RD,South Boston,MA,2127,"(42.332126, -71.027028)"
LB-98888,THE TWELVE BENS,NULL,1. Food to be available at all times (including Sunday). 2. Second floor to be used for function only. 3. On second floor alcoholic beverage to be served only in conjunction with meals.,In one room on first floor with kitchen  with storage in the basement.  Capacity breakdown: 1st fl - 145; 2nd fl - 140.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,285,THE TWELVE BENS,NULL,315,,  Adams ST,Dorchester,MA,2122,"(42.298605, -71.057578)"
LB-98893,THE BOSTON LECO CORP.,NULL,(1) Must use mechanical counters to maintain occupancy numbers. (2) May provide bottle service.,IN TWO ROOMS AND KITCHEN ON 1ST BASEMENT LEVEL (FORMERLY FIRST FLOOR) WITH STAGE IN ONE ROOM (GUILT NIGHTCLUB/CANDIBAR); ADDITIONAL ENTRANCE AT 275 TREMONT STREET BOSTON  MA 02116. CAPACITY FOR CANDIBAR IS 337; CAPACITY FOR GUILT NIGHTCLUB IS 409 PERSONS.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,746,THE BOSTON LECO CORP.,NULL,71,79,  Warrenton ST,Boston,MA,2116,"(0.0, 0.0)"
LB-98920,"HLC GROUP ENTERPRISES, LLC",NULL,NONE,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN  STORAGE AND RESTROOMS; ENTRANCE FROM DARTMOUTH STREET AND BUILDING LOBBY; ONE BACK EXIT.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,148,"HLC GROUP ENTERPRISES, LLC",NULL,131,, Dartmouth St,Boston,MA,2116,"(42.34682, -71.07543)"
LB-98927,"COPPERSMITH HALL, LLC",NULL,NONE,APPROXIMATLEY 7 306 SQUARE FEET OF AREA ON STREET LEVEL INCLUDING A DINING AREA  BAR  OUTDOOR SEATING AREA  SHOW KITCHEN  RESTAURANT KITCHEN  FOOD PREPARATION AREA  FOOD TRUCK AREA  COOLERS  FREEZER  PATIO  STORAGE AND MENS AN WOMENS LAVATORIES ALL AS SHOWN ON THE FLOOR PLAN ATTACHED HERETO.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,360,"COPPERSMITH HALL, LLC",(617)828-1760,40,,W Third St,South Boston,MA,2127,"(0.0, 0.0)"
LB-98937,"THE NEXT PLACE, LLC",NULL,THE BOARD GRANTED PERMISSION TO SERVE BOTTLE SERVICE.,In one room on the first floor; one room & kitchen on the second floor; one third floor; basement for storage  food and prep area.  Capacity breakdown: 1st fl - 150; mezzanine - 40; 2nd fl - 100; 3rd fl - 150.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,440,"THE NEXT PLACE, LLC",NULL,262,266,  Friend ST,Boston,MA,2114,"(42.36457, -71.06144)"
LB-98975,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,1) IN SEAT SERVICE OF ALL ALCOHOL ALLOWED DURING CELTICS GAMES IN CELTICS COURTSIDE CLUB SEATS ONLY. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,Sports arena with permanent and portable stands located on levels 3-9; preferred seating on level 5; suites on level 5  6  and 9; one or more rooms  service and storage areas at west end of level 2;  restaurant at east end of levels 5 and 6 with kitchen  service and storage areas; bar at east end,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,19058,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,100,,  Legends WY,Boston,MA,2114,"(42.36629, -71.0622)"
LB-98994,"BARRY'S CORNER PROPERTY, LLC",NULL,NONE,Tenant F Space in one room with dining area  bar  kitchen and storage; two (2) entrances/exits with direct access to street level and one (1) entrance/exit from lobby of building occupying 3 771 square feet of space.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,0,"BARRYS CORNER PROPERTY, LLC",(617)247-3434,219,, Western Av,Allston,MA,2134,"(42.364022, -71.130413)"
LB-98996,"LAURA'S PLACE, INC.",NULL,NONE,In one room on first floor; cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,70,"LAURA'S PLACE, INC.",(617)869-1863,,, Columbia Rd,Dorchester,MA,2125,"(0.0, 0.0)"
LB-99025,"SIP WINE BAR AND KITCHEN, INC.",NULL,ALCOHOL CAN BE SERVED WITH BRUNCH STARTING AT 10:00 AM ON SUNDAYS.,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT. INCLUDES A SEASONAL OUTDOOR CAFÉ FOR 72 PATRONS BETWEEN THE HOURS OF NOON - 11:00 P.M.  PREMISES EXPANDED TO INCLUDE 571 WASHINGTON STREET. CAPACITY BREAKDOWN: 111 PERSONS SEATED  52 PERSONS STANDING.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,163,"SIP WINE BAR AND KITCHEN, INC.",NULL,571,581,  Washington ST,Boston,MA,2111,"(42.353531, -71.062736)"
LB-99027,"Twleve22, LLC.",NULL,* Alcohol service on outdoor terrace with food only * Closing hours of outdoor terrace Sunday - Wednesday at 10:00 PM  Thursday at 11:00 PM and Friday - Saturday at Midnight. Also  to operate one (1) coin operated pool table to be exercised on the premises.,In two rooms on first floor with a capacity of 200 and additional seasonal seating on outdoor terrace with a capacity of 100.  Kitchen and storage in basement; main egress on Washington Street with additional egress onto terrace and in rear of premises. CAPACITY BREAKDOWN: 181 INSIDE  103 OUTSIDE.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,181,"Twelve 22, LLC",NULL,1222,,  Washington ST,Roxbury,MA,2118,"(42.342794, -71.066726)"
LB-99034,"VAN'S RESTAURANT & BAR, INC.",NULL,Open at 9:00 A.M. on Sundays for the service of food only.,Side entrance for stock delivery on street floor; in one room and kitchen on first floor; cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,75,"VAN'S RESTAURANT & BAR, INC.",NULL,1154,1156, Dorchester Av,Dorchester,MA,2125,"(42.307719, -71.05859)"
LB-99040,"RING ROAD RESTAURANT GROUP, LLC",NULL,NONE,On one (1) floor. First floor: Indoor Dining (+/-2 004 SF) including Casual Dining Area (+/- 428 SF) with seating for twenty-six (26) Formal Dining Area (+/-624 SF) with seating for forty-eight (48); Raw Bar Area (+/-312 SF) with seating for fourteen (14); Wet Bar Area (+/-366 SF) with seating for f,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,0,"RING ROAD RESTAURANT GROUP, LLC",(617)680-7883,780,,  Boylston ST,Boston,MA,2116,"(42.348135, -71.080855)"
LB-99041,"SEAPORT HOSPITALITY, INC.",NULL,PATIO CLOSING HOUR: MIDNIGHT,IN ONE LARGE ROOM ON SECOND FLOOR (LOBBY) OF WESTIN HOTEL WATERFRONT; KITCHEN  STORAGE AND OFFICE ON FIRST FLOOR WITH SEASONAL OUTDOOR SEATING FOR 40 PERSONS ON PRIVATE PROPERTY.,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,300,"SEAPORT HOSPITALITY, INC.",NULL,425,,  Summer ST,Boston,MA,2210,"(42.346219, -71.043099)"
LB-99046,"SPORTS CONNECTION BAR & GRILL, INC.",NULL,,Unnumbered side entrance to kitchen on Leeds Street for stock; in one room and kitchen on first floor; cellar for stock.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"SPORTS CONNECTION BAR & GRILL, INC.",NULL,560,,  Dorchester AV,South Boston,MA,2127,"(42.330488, -71.05673)"
LB-99049,"425 BROADWAY, LLC",NULL,,IN TWO ROOMS ON GROUND FLOOR WITH OPEN KITCHEN IN REAR; MAIN ENTRANCE ON WEST BROADWAY  AND ALSO TO INCLUDE IN ONE ROOM IN BASEMENT WITH EMERGENCY EXIT AND STORAGE IN REAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,360,"425 BROADWAY, LLC",NULL,425,,W Broadway ,South Boston,MA,2127,"(0.0, 0.0)"
LB-99061,STANJACK CORPORATION,NULL,NONE,A 59 CAPACITY TAVERN/PUB SERVING ALCOHOL AND FOOD.  900 SQUARE FEET OF RETAIL ON MAIN LEVEL WITH ADDITIONAL 800 (NOT COUNTED FOR CAPACITY) IN BASEMENT WITH WATER HEATER/FURNACE  AND USED AS OFFICE SPACE.  ONE MAIN ENTRANCE/EXIT ON E SECOND STREET  PLUS 2 ADDTIONAL EXITS-ONE BASEMENT LEVEL  ONE MAIN,12/17/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,59,STANJACK CORPORATION,(617)763-9817,645,,E Second ST,South Boston,MA,2127,"(42.33718, -71.03733)"
LB-99088,"BOMBOLOTTI, INC.",NULL,1.)  THURSDAY THROUGH SATURDAY 1:00 AM CLOSING HR. SUNDAY THRU WEDNESDAY MIDNIGHT CLOSING HOUR.,In two rooms on first floor  with kitchen and seasonal dining terrace main entrance at 250 Hanover St.  exits into parking lot and through terrace; in two rooms on second floor  with two seasonal terraces  emergency egress off terrace; basement for storage. Capacity 178 on 1st floor and 190 on 2nd f,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,368,"BOMBOLOTTI, INC.",NULL,250,, Hanover St,Boston,MA,2113,"(0.0, 0.0)"
LB-99095,"METRO DINING, INC.",NULL,Patio closing hour: 10:00 P.M.,Rear entrance and bulkhead entrance to cellar for stock. In two rooms and kitchen on first floor; cellar for stock. Includes an outdoor seasonal patio on the rear of the premises.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,175,"METRO DINING, INC.",NULL,32,34,  Harvard AV,Allston,MA,2134,"(42.354873, -71.132348)"
LB-99098,"BACK BAY BEATS, LLC",NULL,NONE,In one (1) larger room on ground level with two (2) public entrances/egress three (3) emergency egress.  Space to include kitchen and toilet facilities/dry storage and seating.  To include outdoor seating on private property for 16 patrons and on City sidewalk for 40 patrons with a patio closing hou,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,0,"BACK BAY BEATS,  LLC",(617)909-0090,160,,  Massachusetts AV,Boston,MA,2118,"(0.0, 0.0)"
LB-99100,"K.M.F. HOSPITALITY, INC.",NULL,NONE,IN TWO ROOMS AND KITCHEN ON FIRST FLOOR  CELLAR FOR STOCK.  ONE ROOM ON SECOND FLOOR  IN ONE ROOM ON GROUND FLOOR WITH BASEMENT FOR STORAGE.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,460,"K.M.F. HOSPITALITY, INC.",NULL,156,166,  Milk ST,Boston,MA,2109,"(0.0, 0.0)"
LB-99107,NORTHEASTERN UNIVERSITY,NULL,,On one floor  in one room in rear of Matthew Arena; stadium level; kitchen and storage in rear.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,254,NORTHEASTERN UNIVERSITY,NULL,238,, Saint Botolph St,Boston,MA,2115,"(0.0, 0.0)"
LB-99117,THE GROMIT GROUP LLC,NULL,(1) 10:30 P.M. last service on patio with an 11:00 P.M. Closing. (2) New addition (Restaurant) service of Alcohol with food only and Midnight closing. (3) Attendant on duty in parking lot on nights with live Entertainment 11:00 P.M. until closing.,Two unique dining/cocktail bar spaces with semi open kitchen in licensed space on entire first floor of 69-81 Kilmarnock Street. One dining space will be used as semi private room and when not in use will open to the main dining area to provide more seating. Seasonal outdoor patio on private setback,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,330,THE GROMIT GROUP LLC,(781)710-8405,69,81,  Kilmarnock ST,Boston,MA,2215,"(42.34258, -71.09953)"
LB-99155,"GALLEON VENTURES,  INC.",NULL,,In two rooms and kitchen first floor; cellar for stock.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,99,"GALLEON VENTURES,  INC.",NULL,134,140,  Smith ST,Roxbury,MA,2120,"(42.33471, -71.10204)"
LB-99173,BRJO MANAGEMENT CORP.,NULL,,IN ONE ROOM ON GROUND FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,190,BRJO MANAGEMENT CORP.,NULL,,, Huntington Av,Boston,MA,2116,"(0.0, 0.0)"
LB-99188,STADIUM RESTAURANT LLC,NULL,10:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOL IN CONJUNCTION WITH BRUNCH.,In two rooms and kitchen on first floor; One room and kitchen on the second floor; one room and kitchen and stock room in basement.  Capacity breakdown: 1st fl - 227; 2nd fl (nightclub configuration) - 282/ 2nd fl (tables & chairs) - 222.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,509,STADIUM RESTAURANT LLC,(617)269-5100,232,, Old Colony Av,South Boston,MA,2127,"(42.33218, -71.05325)"
LB-99211,"SAVIN RESTAURANT, LLC",NULL,6:00 A.M. for the service of food Only.  SERVICE OF ALCOHOL ON SUNDAYS TO BEGIN AT 10:00 A.M. WITH BRUNCH.,Unnumbered side entrance on Sydney Street; In one room  on first floor; one room in basement.  CAPACITY BREAKDOWN: BASEMENT TOTAL 45 -- 4 @ STOOLS  30 @ TABLES & CHAIRS  11 STANDING; 1ST FLOOR TOTAL 99 -- 15 @ STOOLS  84 @ TABLES AND CHAIRS.,11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,144,"SAVIN RESTAURANT, LLC",NULL,112,, Savin Hill Av,Dorchester,MA,2125,"(0.0, 0.0)"
LB-99241,"UMNV 240A NEWBURY, LLC",NULL,1. Patio close at 10:00 PM Sunday thru Thursday and 11:00 PM Friday thru Saturday. 2. Alc. Bev. served at tables in conjunction with menu items ordered at tables  tables in patio after 7:30PM alcoholic to be served with menu items. 3. Deliveries  Newbury Street. 4. Trash stored inside.,In two rooms first floor; One room and kitchen in basement  Storage area in rear of Dining Room Summer Patio Garden directly in front of 240a and 242 Newbury St.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,0,"UMNV 240A NEWBURY, LLC",(617)331-9295,,, Newbury St,Boston,MA,2116,"(42.34946, -71.08224)"
LB-99255,MASSACHUSETTS CONVENTION CENTER AUTHORITY,NULL,,In whole of said building; lst  2nd  and 3rd fls; kitchens on lst & 3rd fls; two stationary concession & bar stands of lst fl; two stationary concessions & bar stands on 3rd fl; basement for stock; 2:oo A.M. Restriction.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORIT,11/26/2013 12:00:00 AM,12/31/2015 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,25295,MASSACHUSETTS CONVENTION CENTER AUTHORITY,(617)954-2100,900,,  Boylston ST,Boston,MA,2115,"(0.0, 0.0)"
LB-99269,"RESTAURANTE CESARIA, INC.",NULL,1.) ALL PATRONS OFF PREMISES BY 1:00 A.M.  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:00 AM,99,"RESTAURANTE CESARIA, INC.",NULL,266,, Bowdoin St,Dorchester,MA,2125,"(42.30692, -71.06667)"
LB-99309,"ALLSTON RESTAURANT GROUP, LLC",NULL,Open at 10:00 A.M. on Sundays for the service of food only. ONE coin-operated pool table.,ONE ROOM ON FIRST FLOOR  ENTRANCE AT FRONT  WITH BAR AND SEATING AT FRONT AND RESTAURANT SEATING AREA; LOWER LEVEL WITH BAR AND RESTAURANT SEATING  KITCHEN AT REAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,143,"ALLSTON RESTAURANT GROUP, LLC",(617)964-6684,458,,  Western AV,Brighton,MA,2135,"(42.361959, -71.142208)"
LB-99318,"SOUTH END MOVERS, INC.",B.K. PUB,,One room and kitchen first floor  cellar for stock and office.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,38,"SOUTH END MOVERS, INC.",NULL,4272,, Washington St,Roslindale,MA,2131,"(0.0, 0.0)"
LB-99311,CM DIAMOND IMPORTERS LLC,NULL,NONE,IN ONE (1) LARGE ROOM ON FIRST FLOOR (INCLUDING DINING AREA  TWO (2) BARS AND LOUNGE) WITH KITCHEN IN REAR; PRIVATE DINING ROOM  BAR AND LOUNGE ON GROUND FLOOR/BASEMENT WITH STORAGE IN REAR; AND PRIVATE DINING ROOM ON SECOND FLOOR.  EXIT AND ENTRANCE ON WINTER PLACE  WITH EMERGENCY EXIT TO ALLEY IN,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,338,CM DIAMOND IMPORTERS LLC,(978)317-5796,1,4,  Winter PL,Boston,MA,2111,"(42.351846, -71.060822)"
LB-99330,"SHACK FOODS OF BACK BAY, LLC",NULL,1.) 1:00 A.M. CLOSING HOUR 2.) ALCOHOL SERVED AT TABLES ONLY WITH FOOD ORDERED FROM THE MENU.,IN ONE ROOM ON FIRST FLOOR WITH DINING  KITCHEN SPACE AND BAR AREA; MAIN ENTRANCE/EXIT ON DALTON STREET  EXIT TO ABUTTING SPACE AND TO STREET  EXIT TO PARKING GARAGE AND EXIT THROUGH ELEVATOR LOBBY.  50B DALTON STREET  BOSTON  MA  02115,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,180,"SHACK FOODS OF BACK BAY, LLC",NULL,,, Dalton St,Boston,MA,2115,"(0.0, 0.0)"
LB-99331,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,NONE,(TD BANKNORTH GARDEN); One or more rooms  service and storage areas  and kitchen at west end of level three.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,426,"MASSACHUSETTS SPORTSERVICE, INC.",NULL,100,,  Legends WY,Boston,MA,2114,"(42.36629, -71.0622)"
LB-99343,"325, LLC",NULL,123 Persons total.  1st Floor 58 Persons Seated.  25 Persons Standing. 2nd floor 40 Persons seated.,In one room for dining on the first floor  kitchen  small bar area and storage in the rear.  In one room for dining on the second floor  and to include an outdoor seasonal patio from April-October for 25 patrons on private property between the hours of 5:00 p.m.-11:00 p.m. With a 1:00 a.m closing ho,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,123,"325, LLC",NULL,81,,  Fairmount AV,Hyde Park,MA,2136,"(42.25459, -71.12019)"
LB-99347,"THE JUNCTION TAVERN, INC.",NULL,,Rear entrance on Silver Street for stock; in two rooms first  floor with kitchen and cellar for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,140,"THE JUNCTION TAVERN, INC.",NULL,110,,  Dorchester ST,South Boston,MA,2127,"(42.335139, -71.04595)"
LB-99395,ATLANTIC SHORE RESTAURANT CORPORATION,NULL,NONE,LOUNGE WITH BAR AND SEATING  DINING ROOM AND KITCHEN  ALL LOCATED ON FIRST FLOOR WITH SEASONAL OUTDOOR DINING.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,180,ATLANTIC SHORE RESTAURANT CORPORATION,(617)230-6095,,, State St,Boston,MA,2110,"(0.0, 0.0)"
LB-99401,"GLORY RBG, LLC",NULL,5/19/08 Board approved bottle service. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) PATIO CLOSING HOUR: 11:00 P.M.,IN 2 ROOMS ON THE FIRST FLOOR; ONE ROOM ON LOWER LEVEL AND BASEMENT FOR STORAGE AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M. AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL SIDEWALK CAFE AT 131 BROAD,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,449,"GLORY RBG, LLC",NULL,200,,  High ST,Boston,MA,2110,"(42.35678, -71.052)"
LB-99432,"SMJ GROUP, LLC",NULL,11:00 A.M. OPENING ON SUNDAYS,IN ONE ROOM ON STREET LEVEL  WITH KITCHEN  DINING ROOM AND THREE BATHROOMS; STORAGE IN THE BASEMENT.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,115,"SMJ GROUP, LLC",NULL,1357,,  Washington ST,Roxbury,MA,2118,"(42.34165, -71.06928)"
LB-99434,"MELA GROUP, INC.",NULL,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN FOUR ROOMS ON STREET LEVEL WITH KITCHEN; BASEMENT FOR STORAGE.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,49,"MELA GROUP, INC.",NULL,574,578, Tremont St,Roxbury,MA,2118,"(42.343257, -71.072509)"
LB-99503,"THE BACK DECK, INC.",NULL,(1) THIS IS A RESTRICTED LICENSE. (2) SERVICE OF ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN AND RESTROOMS IN REAR; OFFICES  STORAGE  PREP AREA AND STAFF LOCKER ROOM WITH BATHROOM IN BASEMENT; ONE ENTRANCE/EXIT EACH ON WASHINGTON STREET AND WEST STREET. CAPACITY BREAKDOWN: 142 TOTAL: 110-PERSONS SEATED DINING; 19-PERSONS SEATED BAR; 13-PERSONS STANDIN,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALR,CV7 All Alc. Restrict.,NULL,1:00 AM,1:30 AM,142,"THE BACK DECK, INC.",NULL,10,,  West ST,Boston,MA,2111,"(42.354426, -71.062191)"
LB-99529,FLORENTIA CORP.,NULL,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,In one room and kitchen on the first floor; basement for stock.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,24,FLORENTIA CORP.,NULL,130,, Jersey St,Boston,MA,2215,"(0.0, 0.0)"
LB-99530,"PHO BASIL, INC.",NULL,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,@ 177A MASSACHUSETTS AVENUE: Rear exit for emergency and stock; in one room on first floor with kitchen and stockroom.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,12:30 AM,1:00 AM,60,"PHO BASIL, INC.",NULL,177,,  Massachusetts AV,Boston,MA,2115,"(42.34577, -71.08734)"
LB-99558,"FARANDOLE, LLC",NULL,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,175 Massachusetts Avenue; Boston  MA 02115.  With 2 entrances/exits; 1 on Massachusetts Ave.  One in rear of the building  containing 1 dining room  1 kitchen  2 bathrooms  2 walk in coolers and 2 storage rooms.,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,48,"FARANDOLE, LLC",(978)866-3663,175,,  Massachusetts AV,Boston,MA,2115,"(42.34583, -71.08737)"
